 0.00000000e+00  3.87982586e-04 
 2.00000000e-10  3.90687824e-04 
 2.24418526e-10  3.90972934e-04 
 2.73255578e-10  3.91457706e-04 
 2.85464841e-10  3.91547964e-04 
 3.09883367e-10  3.91710353e-04 
 3.58720419e-10  3.91934476e-04 
 3.70929682e-10  3.91967350e-04 
 3.95348208e-10  3.92019599e-04 
 4.44185260e-10  3.92049468e-04 
 4.56394523e-10  3.92039846e-04 
 4.80813050e-10  3.92010707e-04 
 5.29650102e-10  3.91898054e-04 
 5.41859365e-10  3.91857518e-04 
 5.66277891e-10  3.91769346e-04 
 6.15114943e-10  3.91554323e-04 
 7.12789047e-10  3.91003768e-04 
 9.08137255e-10  3.89621972e-04 
 1.29883367e-09  3.86633723e-04 
 2.08022651e-09  3.82114152e-04 
 3.01380266e-09  3.79941422e-04 
 4.07566388e-09  3.80550789e-04 
 5.37317271e-09  3.84078991e-04 
 7.07441143e-09  3.91396653e-04 
 8.98064747e-09  4.00755313e-04 
 1.07482323e-08  4.08637876e-04 
 1.28885539e-08  4.14694355e-04 
 1.50354520e-08  4.15393079e-04 
 1.74204486e-08  4.07779759e-04 
 1.98049732e-08  3.89534982e-04 
 2.00000000e-08  3.87465641e-04 
 2.01487488e-08  3.83367918e-04 
 2.04462463e-08  3.78130278e-04 
 2.10412414e-08  3.74467251e-04 
 2.22312316e-08  3.63692714e-04 
 2.37696211e-08  3.40484522e-04 
 2.53349940e-08  3.17203634e-04 
 2.77878345e-08  2.86539275e-04 
 3.16042215e-08  2.56357069e-04 
 3.89668856e-08  3.13724909e-04 
 4.87367882e-08  9.06880020e-04 
 5.76104548e-08  2.47547082e-03 
 6.58476836e-08  5.28736132e-03 
 7.34898533e-08  9.17037420e-03 
 8.19853520e-08  1.46980828e-02 
 8.80828163e-08  1.93502444e-02 
 9.52369571e-08  2.55787473e-02 
 1.01884329e-07  3.20835819e-02 
 1.09478570e-07  4.03720799e-02 
 1.15056476e-07  4.70347585e-02 
 1.20860988e-07  5.44921706e-02 
 1.27239066e-07  6.32038566e-02 
 1.33140673e-07  7.13776286e-02 
 1.40489767e-07  8.05904547e-02 
 1.45994232e-07  8.60290415e-02 
 1.52212328e-07  9.05770799e-02 
 1.57984015e-07  9.35637562e-02 
 1.65006751e-07  9.60227091e-02 
 1.71894607e-07  9.75573169e-02 
 1.77775990e-07  9.84045170e-02 
 1.83510362e-07  9.89580830e-02 
 1.89698363e-07  9.93522090e-02 
 1.95495296e-07  9.95902020e-02 
 2.01475798e-07  9.97497305e-02 
 2.07003868e-07  9.98432269e-02 
 2.14069328e-07  9.99176834e-02 
 2.21245382e-07  9.99580307e-02 
 2.30673356e-07  9.99846994e-02 
 2.40436788e-07  9.99934854e-02 
 2.53876393e-07  9.99965069e-02 
 2.68923329e-07  9.99938672e-02 
 2.91948818e-07  9.99919277e-02 
 3.22280313e-07  9.99897647e-02 
 3.62280313e-07  9.99903531e-02 
 4.02280313e-07  9.99895920e-02 
 4.42280313e-07  9.99903811e-02 
 4.82280313e-07  9.99895887e-02 
 5.22280313e-07  9.99903825e-02 
 5.62280313e-07  9.99895873e-02 
 6.02280313e-07  9.99903838e-02 
 6.42280313e-07  9.99895861e-02 
 6.82280313e-07  9.99903850e-02 
 7.22280313e-07  9.99895849e-02 
 7.62280313e-07  9.99903861e-02 
 8.02280313e-07  9.99895839e-02 
 8.42280313e-07  9.99903871e-02 
 8.82280313e-07  9.99895829e-02 
 9.22280313e-07  9.99903880e-02 
 9.62280313e-07  9.99895821e-02 
 1.00228031e-06  9.99903888e-02 
 1.02000000e-06  9.99895808e-02 
 1.02003944e-06  9.99889457e-02 
 1.02011833e-06  9.99871967e-02 
 1.02027609e-06  9.99853061e-02 
 1.02059163e-06  9.99849172e-02 
 1.02093298e-06  9.99862312e-02 
 1.02140942e-06  9.99872007e-02 
 1.02212261e-06  9.99850159e-02 
 1.02309311e-06  9.99763230e-02 
 1.02407211e-06  9.99625579e-02 
 1.02510349e-06  9.99421953e-02 
 1.02629805e-06  9.99066728e-02 
 1.02745081e-06  9.98530226e-02 
 1.02926208e-06  9.97047582e-02 
 1.03225929e-06  9.91869803e-02 
 1.03562588e-06  9.80418791e-02 
 1.03944812e-06  9.58598775e-02 
 1.04000000e-06  9.54636237e-02 
 1.04037612e-06  9.51809415e-02 
 1.04112835e-06  9.45918327e-02 
 1.04263281e-06  9.33004676e-02 
 1.04564174e-06  9.03530324e-02 
 1.04852606e-06  8.71355648e-02 
 1.05429471e-06  7.99753701e-02 
 1.06129669e-06  7.09322052e-02 
 1.06934935e-06  6.11100216e-02 
 1.07823900e-06  5.15075180e-02 
 1.08802212e-06  4.26771537e-02 
 1.10054793e-06  3.38801661e-02 
 1.11420040e-06  2.68762511e-02 
 1.12953518e-06  2.12837377e-02 
 1.14448947e-06  1.73851962e-02 
 1.16215801e-06  1.40506669e-02 
 1.18158540e-06  1.14193677e-02 
 1.20434203e-06  9.20901014e-03 
 1.22948302e-06  7.46620474e-03 
 1.25766118e-06  6.06295438e-03 
 1.28931910e-06  4.93123889e-03 
 1.32531898e-06  4.00685373e-03 
 1.36531898e-06  3.27144803e-03 
 1.40531898e-06  2.73388069e-03 
 1.44531898e-06  2.33012674e-03 
 1.48531898e-06  2.01745714e-03 
 1.52531898e-06  1.77184644e-03 
 1.56531898e-06  1.57387321e-03 
 1.60531898e-06  1.41348913e-03 
 1.64531898e-06  1.28022691e-03 
 1.68531898e-06  1.17000123e-03 
 1.72531898e-06  1.07619669e-03 
 1.76531898e-06  9.97325972e-04 
 1.80531898e-06  9.28930267e-04 
 1.84531898e-06  8.70730525e-04 
 1.88531898e-06  8.19466779e-04 
 1.92531898e-06  7.75477485e-04 
 1.96531898e-06  7.36168101e-04 
 2.00000000e-06  7.06588702e-04 
