 0.00000000e+00 -1.25000000e-11 
 2.00000000e-10  7.54534224e-04 
 2.24418526e-10  8.48208586e-04 
 2.73255578e-10  1.03830207e-03 
 2.85464841e-10  1.08681306e-03 
 3.09883367e-10  1.18445062e-03 
 3.58720419e-10  1.38320419e-03 
 3.70929682e-10  1.43371544e-03 
 3.95348208e-10  1.53524966e-03 
 4.44185260e-10  1.74121803e-03 
 4.56394523e-10  1.79339706e-03 
 4.80813050e-10  1.89818130e-03 
 5.29650102e-10  2.11017176e-03 
 5.41859365e-10  2.16374387e-03 
 5.66277891e-10  2.27124353e-03 
 6.15114943e-10  2.48826889e-03 
 7.12789047e-10  2.92949210e-03 
 9.08137255e-10  3.83462013e-03 
 1.29883367e-09  5.70328803e-03 
 2.08022651e-09  9.54581043e-03 
 3.01380266e-09  1.41952576e-02 
 4.07566388e-09  1.94924213e-02 
 5.37317271e-09  2.59657305e-02 
 7.07441143e-09  3.44531385e-02 
 8.98064747e-09  4.39627388e-02 
 1.07482323e-08  5.27794374e-02 
 1.28885539e-08  6.34531036e-02 
 1.50354520e-08  7.41540603e-02 
 1.74204486e-08  8.60343114e-02 
 1.98049732e-08  9.79785205e-02 
 2.00000000e-08  9.89563331e-02 
 2.01487488e-08  9.91638663e-02 
 2.04462463e-08  9.95078976e-02 
 2.10412414e-08  9.98750394e-02 
 2.22312316e-08  1.00075284e-01 
 2.37696211e-08  1.00073247e-01 
 2.53349940e-08  1.00065701e-01 
 2.77878345e-08  1.00061958e-01 
 3.16042215e-08  1.00062586e-01 
 3.89668856e-08  1.00071803e-01 
 4.87367882e-08  1.00088517e-01 
 5.76104548e-08  1.00091002e-01 
 6.58476836e-08  1.00092266e-01 
 7.34898533e-08  1.00085706e-01 
 8.19853520e-08  1.00074615e-01 
 8.80828163e-08  1.00063243e-01 
 9.52369571e-08  1.00050522e-01 
 1.01884329e-07  1.00039102e-01 
 1.09478570e-07  1.00028308e-01 
 1.15056476e-07  1.00021860e-01 
 1.20860988e-07  1.00016388e-01 
 1.27239066e-07  1.00011660e-01 
 1.33140673e-07  1.00008167e-01 
 1.40489767e-07  1.00005409e-01 
 1.45994232e-07  1.00003765e-01 
 1.52212328e-07  1.00002823e-01 
 1.57984015e-07  1.00001904e-01 
 1.65006751e-07  1.00001426e-01 
 1.71894607e-07  1.00000853e-01 
 1.77775990e-07  1.00000719e-01 
 1.83510362e-07  1.00000426e-01 
 1.89698363e-07  1.00000376e-01 
 1.95495296e-07  1.00000199e-01 
 2.01475798e-07  1.00000198e-01 
 2.07003868e-07  1.00000090e-01 
 2.14069328e-07  1.00000102e-01 
 2.21245382e-07  1.00000026e-01 
 2.30673356e-07  1.00000048e-01 
 2.40436788e-07  9.99999934e-02 
 2.53876393e-07  1.00000025e-01 
 2.68923329e-07  9.99999826e-02 
 2.91948818e-07  1.00000019e-01 
 3.22280313e-07  9.99999817e-02 
 3.62280313e-07  1.00000018e-01 
 4.02280313e-07  9.99999822e-02 
 4.42280313e-07  1.00000018e-01 
 4.82280313e-07  9.99999826e-02 
 5.22280313e-07  1.00000017e-01 
 5.62280313e-07  9.99999829e-02 
 6.02280313e-07  1.00000017e-01 
 6.42280313e-07  9.99999833e-02 
 6.82280313e-07  1.00000017e-01 
 7.22280313e-07  9.99999836e-02 
 7.62280313e-07  1.00000016e-01 
 8.02280313e-07  9.99999839e-02 
 8.42280313e-07  1.00000016e-01 
 8.82280313e-07  9.99999841e-02 
 9.22280313e-07  1.00000016e-01 
 9.62280313e-07  9.99999844e-02 
 1.00228031e-06  1.00000015e-01 
 1.02000000e-06  9.99999848e-02 
 1.02003944e-06  9.98661429e-02 
 1.02011833e-06  9.95893595e-02 
 1.02027609e-06  9.89875626e-02 
