 0.00000000e+00  1.85471149e-01 
 2.00000000e-10  1.85471149e-01 
 4.00000000e-10  1.85471149e-01 
 8.00000000e-10  1.85471149e-01 
 1.60000000e-09  1.85471149e-01 
 3.20000000e-09  1.85471149e-01 
 6.40000000e-09  1.85471149e-01 
 1.28000000e-08  1.85471149e-01 
 2.00000000e-08  1.85471149e-01 
 2.12800000e-08  1.85471149e-01 
 2.38400000e-08  1.85471149e-01 
 2.89600000e-08  1.85471149e-01 
 3.92000000e-08  1.85471149e-01 
 5.96800000e-08  1.85471149e-01 
 9.96800000e-08  1.85471149e-01 
 1.39680000e-07  1.85471149e-01 
 1.79680000e-07  1.85471149e-01 
 2.19680000e-07  1.85471149e-01 
 2.59680000e-07  1.85471149e-01 
 2.99680000e-07  1.85471149e-01 
 3.39680000e-07  1.85471149e-01 
 3.79680000e-07  1.85471149e-01 
 4.19680000e-07  1.85471149e-01 
 4.59680000e-07  1.85471149e-01 
 4.99680000e-07  1.85471149e-01 
 5.39680000e-07  1.85471149e-01 
 5.79680000e-07  1.85471149e-01 
 6.19680000e-07  1.85471149e-01 
 6.59680000e-07  1.85471149e-01 
 6.99680000e-07  1.85471149e-01 
 7.39680000e-07  1.85471149e-01 
 7.79680000e-07  1.85471149e-01 
 8.19680000e-07  1.85471149e-01 
 8.59680000e-07  1.85471149e-01 
 8.99680000e-07  1.85471149e-01 
 9.39680000e-07  1.85471149e-01 
 9.79680000e-07  1.85471149e-01 
 1.01968000e-06  1.85471149e-01 
 1.02000000e-06  1.85471149e-01 
 1.02044082e-06  1.85471149e-01 
 1.02132245e-06  1.85471149e-01 
 1.02293887e-06  1.85471149e-01 
 1.02617171e-06  1.85471149e-01 
 1.03263739e-06  1.85471149e-01 
 1.04000000e-06  1.85471149e-01 
 1.04013776e-06  1.85471149e-01 
 1.04041328e-06  1.85471149e-01 
 1.04096433e-06  1.85471149e-01 
 1.04174822e-06  1.85471149e-01 
 1.04331602e-06  1.85471149e-01 
 1.04645162e-06  1.85471149e-01 
 1.05236260e-06  1.85471149e-01 
 1.06418458e-06  1.85471149e-01 
 1.08782852e-06  1.85471149e-01 
 1.12782852e-06  1.85471149e-01 
 1.16782852e-06  1.85471149e-01 
 1.20782852e-06  1.85471149e-01 
 1.24782852e-06  1.85471149e-01 
 1.28782852e-06  1.85471149e-01 
 1.32782852e-06  1.85471149e-01 
 1.36782852e-06  1.85471149e-01 
 1.40782852e-06  1.85471149e-01 
 1.44782852e-06  1.85471149e-01 
 1.48782852e-06  1.85471149e-01 
 1.52782852e-06  1.85471149e-01 
 1.56782852e-06  1.85471149e-01 
 1.60782852e-06  1.85471149e-01 
 1.64782852e-06  1.85471149e-01 
 1.68782852e-06  1.85471149e-01 
 1.72782852e-06  1.85471149e-01 
 1.76782852e-06  1.85471149e-01 
 1.80782852e-06  1.85471149e-01 
 1.84782852e-06  1.85471149e-01 
 1.88782852e-06  1.85471149e-01 
 1.92782852e-06  1.85471149e-01 
 1.96782852e-06  1.85471149e-01 
 2.00000000e-06  1.85471149e-01 
